"targetId","targetName","comparatorId","comparatorName","outcomeId","outcomeName","type"
13,"Denosumab (PC)",14,"Zoledronic Acid (PC)",376229,"Abnormal involuntary movement","Outcome"
15,"Denosumab (BC)",16,"Zoledronic Acid (BC)",376229,"Abnormal involuntary movement","Outcome"
17,"Denosumab (BC)",18,"Zoledronic Acid (BC)",376229,"Abnormal involuntary movement","Outcome"
19,"Denosumab (Other)",20,"Zoledronic Acid (Other)",376229,"Abnormal involuntary movement","Outcome"
1,"Denosumab (PC)",2,"Zoledronic Acid (PC)",193020,"Incomplete emptying of bladder","Outcome"
3,"Denosumab (BC)",4,"Zoledronic Acid (BC)",193020,"Incomplete emptying of bladder","Outcome"
5,"Denosumab (Other)",6,"Zoledronic Acid (Other)",193020,"Incomplete emptying of bladder","Outcome"
7,"Denosumab (PC)",8,"Zoledronic Acid (PC)",193020,"Incomplete emptying of bladder","Outcome"
9,"Denosumab (PC)",10,"Zoledronic Acid (PC)",193020,"Incomplete emptying of bladder","Outcome"
11,"Denosumab (PC)",12,"Zoledronic Acid (PC)",193020,"Incomplete emptying of bladder","Outcome"
13,"Denosumab (PC)",14,"Zoledronic Acid (PC)",193020,"Incomplete emptying of bladder","Outcome"
15,"Denosumab (BC)",16,"Zoledronic Acid (BC)",193020,"Incomplete emptying of bladder","Outcome"
17,"Denosumab (BC)",18,"Zoledronic Acid (BC)",193020,"Incomplete emptying of bladder","Outcome"
19,"Denosumab (Other)",20,"Zoledronic Acid (Other)",193020,"Incomplete emptying of bladder","Outcome"
1,"Denosumab (PC)",2,"Zoledronic Acid (PC)",376382,"Tension-type headache","Outcome"
3,"Denosumab (BC)",4,"Zoledronic Acid (BC)",376382,"Tension-type headache","Outcome"
5,"Denosumab (Other)",6,"Zoledronic Acid (Other)",376382,"Tension-type headache","Outcome"
7,"Denosumab (PC)",8,"Zoledronic Acid (PC)",376382,"Tension-type headache","Outcome"
9,"Denosumab (PC)",10,"Zoledronic Acid (PC)",376382,"Tension-type headache","Outcome"
11,"Denosumab (PC)",12,"Zoledronic Acid (PC)",376382,"Tension-type headache","Outcome"
13,"Denosumab (PC)",14,"Zoledronic Acid (PC)",376382,"Tension-type headache","Outcome"
15,"Denosumab (BC)",16,"Zoledronic Acid (BC)",376382,"Tension-type headache","Outcome"
17,"Denosumab (BC)",18,"Zoledronic Acid (BC)",376382,"Tension-type headache","Outcome"
19,"Denosumab (Other)",20,"Zoledronic Acid (Other)",376382,"Tension-type headache","Outcome"
1,"Denosumab (PC)",2,"Zoledronic Acid (PC)",137063,"Corns and callus","Outcome"
3,"Denosumab (BC)",4,"Zoledronic Acid (BC)",137063,"Corns and callus","Outcome"
5,"Denosumab (Other)",6,"Zoledronic Acid (Other)",137063,"Corns and callus","Outcome"
7,"Denosumab (PC)",8,"Zoledronic Acid (PC)",137063,"Corns and callus","Outcome"
9,"Denosumab (PC)",10,"Zoledronic Acid (PC)",137063,"Corns and callus","Outcome"
11,"Denosumab (PC)",12,"Zoledronic Acid (PC)",137063,"Corns and callus","Outcome"
13,"Denosumab (PC)",14,"Zoledronic Acid (PC)",137063,"Corns and callus","Outcome"
15,"Denosumab (BC)",16,"Zoledronic Acid (BC)",137063,"Corns and callus","Outcome"
17,"Denosumab (BC)",18,"Zoledronic Acid (BC)",137063,"Corns and callus","Outcome"
19,"Denosumab (Other)",20,"Zoledronic Acid (Other)",137063,"Corns and callus","Outcome"
