EVENT_CONCEPT_ID	DRUG_CONCEPT_NAME	POSSIBLE_LABEL_USE	ICD9	INDICATION_DESCRIPTION	CONDITION_CONCEPT_ID	CONDITION_CONCEPT_NAME
1797513	Ciprofloxacin	1	461.9	Acute sinusitis NOS	44821974	Acute sinusitis, unspecified
1797513	Ciprofloxacin	1	484.5	Pneumonia in anthrax	44826674	Pneumonia in anthrax
1797513	Ciprofloxacin	1	490	Bronchitis NOS	44820887	Bronchitis, not specified as acute or chronic
1797513	Ciprofloxacin	1	491	Chronic bronchitis	44820888	Chronic bronchitis
1797513	Ciprofloxacin	1	491.9	Chronic bronchitis NOS	44830114	Unspecified chronic bronchitis
1797513	Ciprofloxacin	1	519.8	Other diseases of respiratory system; not elsewhere classified	44826687	Other diseases of respiratory system, not elsewhere classified
1797513	Ciprofloxacin	1	590.80	Pyelonephritis NOS	44837194	Pyelonephritis, unspecified
1797513	Ciprofloxacin	1	595	Cystitis	44819816	Cystitis
1797513	Ciprofloxacin	1	595.9	Cystitis NOS	44824347	Cystitis, unspecified
1797513	Ciprofloxacin	1	599.0	Urinary tract infection; site not specified	44820980	Urinary tract infection, site not specified
1797513	Ciprofloxacin	1	601	Inflammatory diseases of prostate	44833672	Inflammatory diseases of prostate
1797513	Ciprofloxacin	1	601.9	Prostatitis NOS	44826740	Prostatitis, unspecified
1797513	Ciprofloxacin	1	716.9	Arthropathy; unspecified	44823354	Arthropathy, unspecified
1797513	Ciprofloxacin	1	716.90	Arthropathy; unspecified; site unspecified	44821128	Arthropathy, unspecified, site unspecified
1797513	Ciprofloxacin	1	719.9	Unspecified disorder of joint	44821147	Unspecified disorder of joint
1797513	Ciprofloxacin	1	719.90	Unspecified disorder of joint site unspecified	44833838	Unspecified disorder of joint, site unspecified
1797513	Ciprofloxacin	0	730.2	Unspecified osteomyelitis	44832666	Unspecified osteomyelitis
1797513	Ciprofloxacin	0	730.20	Unspecified osteomyelitis; site unspecified	44833860	Unspecified osteomyelitis, site unspecified
1797513	Ciprofloxacin	1	780.60	Fever; unspecified	44824617	Fever, unspecified
19050216	Cilazapril	1	428.0	Congestive heart failure (CHF) NOS	44826642	Congestive heart failure, unspecified
1711759	Dapsone	1	030	Leprosy	44825137	Leprosy
1711759	Dapsone	0	030.0	Lepromatous leprosy	44828664	Lepromatous leprosy [type L]
1711759	Dapsone	1	030.9	Leprosy NOS	44833221	Leprosy, unspecified
1711759	Dapsone	0	084	Malaria	44820568	Malaria
1711759	Dapsone	0	084.2	Quartan malaria	44823986	Quartan malaria
1711759	Dapsone	0	084.6	Malaria NOS	44822840	Malaria, unspecified
1711759	Dapsone	0	130	Toxoplasmosis	44824017	Toxoplasmosis
1711759	Dapsone	0	130.9	Toxoplasmosis NOS	44825184	Toxoplasmosis, unspecified
1711759	Dapsone	1	694.0	Dermatitis herpetiformis	44819936	Dermatitis herpetiformis
1711759	Dapsone	1	706.1	Other acne	44836157	Other acne
1711759	Dapsone	0	733.99	Other disorders of bone and cartilage	44835023	Other disorders of bone and cartilage
1792429	Proguanil	0	084.0	Falciparum malaria [malignant tertian]	44829764	Falciparum malaria [malignant tertian]
901845	Colistin	0	041.49	Other and unspecified Escherichia coli [E. coli]	44829736	Other and unspecified Escherichia coli [E. coli]
901845	Colistin	0	041.7	Pseudomonas infection in conditions classified elsewhere and of unspecified site	44827490	Pseudomonas infection in conditions classified elsewhere and of unspecified site
901845	Colistin	1	136.9	Unspecified infectious and parasitic diseases	44834472	Unspecified infectious and parasitic diseases
901845	Colistin	0	599.0	Urinary tract infection; site not specified	44820980	Urinary tract infection, site not specified
932196	Cisapride	0	530.81	Esophageal reflux	44822019	Esophageal reflux
932196	Cisapride	0	536.3	Gastroparesis	44822024	Gastroparesis
932196	Cisapride	0	536.8	Dyspepsia and other specified disorders of function of stomach	44837165	Dyspepsia and other specified disorders of function of stomach
932196	Cisapride	0	564.0	Constipation	44831316	Constipation
932196	Cisapride	0	564.00	Constipation NOS	44827875	Constipation, unspecified
958368	Echothiophate	0	365.02	Anatomical narrow angle borderline glaucoma	44819623	Anatomical narrow angle borderline glaucoma
958368	Echothiophate	0	365.1	Open-angle glaucoma	44834658	Open-angle glaucoma
958368	Echothiophate	0	365.10	Open-angle glaucoma NOS	44835863	Open-angle glaucoma, unspecified
958368	Echothiophate	0	365.13	Pigmentary glaucoma	44825368	Pigmentary open-angle glaucoma
958368	Echothiophate	1	378.0	Esotropia	44834691	Esotropia
958368	Echothiophate	1	378.00	Esotropia NOS	44828946	Esotropia, unspecified
958368	Echothiophate	1	378.35	Accommodative component in esotropia	44830053	Accommodative component in esotropia
940183	Carbachol	0	365	Glaucoma	44826578	Glaucoma
940183	Carbachol	0	365.9	Glaucoma NOS	44834661	Unspecified glaucoma
940183	Carbachol	1	379.42	Miosis (persistent); not due to miotics	44826619	Miosis (persistent), not due to miotics
19092290	Chlormezanone	0	300.00	Anxiety state unspecified	44832239	Anxiety state, unspecified
19092290	Chlormezanone	0	781.0	Abnormal involuntary movements	44836290	Abnormal involuntary movements
732893	Bupivacaine	0	780.96	Generalized pain	44828147	Generalized pain
990009	Dipivefrin	1	365	Glaucoma	44826578	Glaucoma
990009	Dipivefrin	0	365.1	Open-angle glaucoma	44834658	Open-angle glaucoma
990009	Dipivefrin	0	365.10	Open-angle glaucoma NOS	44835863	Open-angle glaucoma, unspecified
990009	Dipivefrin	0	365.13	Pigmentary glaucoma	44825368	Pigmentary open-angle glaucoma
990009	Dipivefrin	1	365.9	Glaucoma NOS	44834661	Unspecified glaucoma
19058572	Calcium Citrate	0	275.41	Hypocalcemia	44828807	Hypocalcemia
19058572	Calcium Citrate	0	733.0	Osteoporosis	44824536	Osteoporosis
19058572	Calcium Citrate	0	733.00	Osteoporosis NOS	44822235	Osteoporosis, unspecified
19058572	Calcium Citrate	0	733.01	Senile osteoporosis	44826911	Senile osteoporosis
1710446	Cycloserine	1	011.90	Unspecified pulmonary tuberculosis; unspecified examination	44828637	Pulmonary tuberculosis, unspecified, unspecified
1710446	Cycloserine	0	272.7	Lipidoses	44826471	Lipidoses
19010482	Cyclosporine	1	279.5	Graft-versus-host disease	44829905	Graft-versus-host disease
19010482	Cyclosporine	1	279.50	Graft-versus-host disease; unspecified	44828814	Graft-versus-host disease, unspecified
19010482	Cyclosporine	0	358.0	Myasthenia gravis	44832291	Myasthenia gravis
19010482	Cyclosporine	0	358.00	Myasthenia gravis without (acute) exacerbation	44821861	Myasthenia gravis without (acute) exacerbation
19010482	Cyclosporine	1	370.33	Keratoconjunctivitis sicca; not specified as Sjogren's	44834677	Keratoconjunctivitis sicca, not specified as Sjogren's
19010482	Cyclosporine	0	375.15	Tear film insufficiency NOS	44821911	Tear film insufficiency, unspecified
19010482	Cyclosporine	0	50.5	Liver transplant	NA	NA
19010482	Cyclosporine	0	582.1	Chronic glomerulonephritis with lesion of membranous glomerulonephritis	44825539	Chronic glomerulonephritis with lesion of membranous glomerulonephritis
19010482	Cyclosporine	1	696.1	Other psoriasis and similar disorders excluding psoriatic arthropathy	44819938	Other psoriasis
19010482	Cyclosporine	0	710.0	Systemic lupus erythematosus	44819941	Systemic lupus erythematosus
19010482	Cyclosporine	1	714.0	Rheumatoid arthritis	44831487	Rheumatoid arthritis
19010482	Cyclosporine	1	716.90	Arthropathy; unspecified; site unspecified	44821128	Arthropathy, unspecified, site unspecified
19010482	Cyclosporine	0	799.9	Other unknown and unspecified cause of morbidity or mortality	44829315	Other unknown and unspecified cause of morbidity and mortality
19010482	Cyclosporine	1	996.52	Mechanical complication due to other tissue graft; not elsewhere classified	44835293	Mechanical complication due to graft of other tissue, not elsewhere classified
1331270	Dipyridamole	0	410.90	Acute myocardial infarction; unspecified site; episode of care unspecified	44835928	Acute myocardial infarction of unspecified site, episode of care unspecified
1331270	Dipyridamole	1	443.9	Peripheral vascular disease; unspecified	44835959	Peripheral vascular disease, unspecified
1331270	Dipyridamole	1	459.9	Unspecified circulatory system disorder	44831270	Unspecified circulatory system disorder
1331270	Dipyridamole	0	996.74	Other complications due to other vascular device; implant; and graft	44820255	Other complications due to other vascular device, implant, and graft
19095309	Cholestyramine Resin	0	008.45	Intestinal infection due to clostridium difficile	44826288	Intestinal infection due to Clostridium difficile
19095309	Cholestyramine Resin	1	272.1	Pure hyperglyceridemia	44834565	Pure hyperglyceridemia
19095309	Cholestyramine Resin	1	272.4	Other and unspecified hyperlipidemia	44827629	Other and unspecified hyperlipidemia
19095309	Cholestyramine Resin	1	410.90	Acute myocardial infarction; unspecified site; episode of care unspecified	44835928	Acute myocardial infarction of unspecified site, episode of care unspecified
19095309	Cholestyramine Resin	1	429.9	Heart disease NOS	44837109	Heart disease, unspecified
19095309	Cholestyramine Resin	1	440	Atherosclerosis	44825446	Atherosclerosis
19095309	Cholestyramine Resin	1	447.9	Unspecified disorders of arteries and arterioles	44828996	Unspecified disorders of arteries and arterioles
19095309	Cholestyramine Resin	1	698.9	Unspecified pruritic disorder	44833794	Unspecified pruritic disorder
19095309	Cholestyramine Resin	1	787.7	Abnormal feces	44830446	Abnormal feces
19095309	Cholestyramine Resin	1	787.91	Diarrhea	44824628	Diarrhea
1391248	Devil's claw preparation	0	536.8	Dyspepsia and other specified disorders of function of stomach	44837165	Dyspepsia and other specified disorders of function of stomach
1391248	Devil's claw preparation	0	716.90	Arthropathy; unspecified; site unspecified	44821128	Arthropathy, unspecified, site unspecified
1391248	Devil's claw preparation	0	783.0	Anorexia	44832712	Anorexia
1000632	Clotrimazole	1	110.3	Dermatophytosis of groin and perianal area	44819401	Dermatophytosis of groin and perianal area
1000632	Clotrimazole	1	110.4	Dermatophytosis of foot	44822853	Dermatophytosis of foot
1000632	Clotrimazole	1	110.5	Dermatophytosis of the body	44836810	Dermatophytosis of the body
1000632	Clotrimazole	0	112.0	Candidiasis of mouth	44835646	Candidiasis of mouth
1000632	Clotrimazole	0	112.1	Candidiasis of vulva and vagina	44824002	Candidiasis of vulva and vagina
1000632	Clotrimazole	0	112.3	Candidiasis of skin and nails	44825172	Candidiasis of skin and nails
795113	Chlorzoxazone	0	728.85	Spasm of muscle	44836213	Spasm of muscle
795113	Chlorzoxazone	0	728.9	Unspecified disorder of muscle; ligament; and fascia	44837368	Unspecified disorder of muscle, ligament, and fascia
795113	Chlorzoxazone	0	729.1	Myalgia and myositis unspecified	44831524	Myalgia and myositis, unspecified
795113	Chlorzoxazone	0	729.82	Cramp of limb	44829226	Cramp of limb
795113	Chlorzoxazone	0	780.96	Generalized pain	44828147	Generalized pain
795113	Chlorzoxazone	0	781.0	Abnormal involuntary movements	44836290	Abnormal involuntary movements
795113	Chlorzoxazone	1	781.99	Other symptoms involving nervous and musculoskeletal systems	44837429	Other symptoms involving nervous and musculoskeletal systems
1353011	Dexrazoxane	1	174.9	Malignant neoplasm of breast (female); unspecified	44824029	Malignant neoplasm of breast (female), unspecified
1353011	Dexrazoxane	0	239.3	Neoplasm of unspecified nature of breast	44826452	Neoplasm of unspecified nature of breast
1152134	Aurothiomalate	0	714.0	Rheumatoid arthritis	44831487	Rheumatoid arthritis
1314865	Azacitidine	1	238.75	Myelodysplastic syndrome; unspecified	44827610	Myelodysplastic syndrome, unspecified
735850	Disulfiram	0	298.9	Unspecified psychosis	44832238	Unspecified psychosis
735850	Disulfiram	0	300.00	Anxiety state unspecified	44832239	Anxiety state, unspecified
735850	Disulfiram	0	303	Alcohol dependence syndrome	44832244	Alcohol dependence syndrome
735850	Disulfiram	0	303.90	Other and unspecified alcohol dependence; unspecified drinking behavior	44831100	Other and unspecified alcohol dependence, unspecified
735850	Disulfiram	0	305.01	Alcohol abuse; continuous drinking behavior	44826518	Alcohol abuse, continuous
735850	Disulfiram	0	784.0	Headache	44836293	Headache
735850	Disulfiram	0	786.05	Shortness of breath	44824625	Shortness of breath
735850	Disulfiram	0	786.09	Other dyspnea and respiratory abnormality	44824626	Other respiratory abnormalities
735850	Disulfiram	0	787.02	Nausea alone	44831591	Nausea alone
735850	Disulfiram	0	787.03	Vomiting alone	44829300	Vomiting alone
794852	Chlorpromazine	1	037	Tetanus	44830916	Tetanus
794852	Chlorpromazine	1	041.84	Other anaerobe infection in conditions classified elsewhere and of unspecified site	44821671	Other specified bacterial infections in conditions classified elsewhere and of unspecified site, other anaerobes
794852	Chlorpromazine	0	136.9	Unspecified infectious and parasitic diseases	44834472	Unspecified infectious and parasitic diseases
794852	Chlorpromazine	1	277.1	Disorders of porphyrin metabolism	44820694	Disorders of porphyrin metabolism
794852	Chlorpromazine	1	295	Schizophrenic disorders	44829918	Schizophrenic disorders
794852	Chlorpromazine	1	295.9	Unspecified schizophrenia	44824113	Unspecified schizophrenia
794852	Chlorpromazine	1	295.90	Unspecified schizophrenia; unspecified state	44829921	Unspecified schizophrenia, unspecified
794852	Chlorpromazine	1	296.00	Manic disorder; single episode; unspecified degree	44836964	Bipolar I disorder, single manic episode, unspecified
794852	Chlorpromazine	1	298.8	Other and unspecified reactive psychosis	44836969	Other and unspecified reactive psychosis
794852	Chlorpromazine	1	298.9	Unspecified psychosis	44832238	Unspecified psychosis
794852	Chlorpromazine	1	300.00	Anxiety state unspecified	44832239	Anxiety state, unspecified
794852	Chlorpromazine	1	300.9	Unspecified nonpsychotic mental disorder	44831094	Unspecified nonpsychotic mental disorder
794852	Chlorpromazine	1	307.9	Other and unspecified special symptoms or syndromes; not elsewhere classified	44824136	Other and unspecified special symptoms or syndromes, not elsewhere classified
794852	Chlorpromazine	1	308.2	Predominant psychomotor disturbance	44833418	Predominant psychomotor disturbance
794852	Chlorpromazine	1	311	Depressive disorder NEC	44833421	Depressive disorder, not elsewhere classified
794852	Chlorpromazine	1	786.8	Hiccough	44828156	Hiccough
794852	Chlorpromazine	1	787.02	Nausea alone	44831591	Nausea alone
794852	Chlorpromazine	1	787.03	Vomiting alone	44829300	Vomiting alone
794852	Chlorpromazine	1	799.21	Nervousness (ADDED)	44820075	Nervousness
1195334	Choline	0	266.2	Other B-complex deficiencies	44829891	Other B-complex deficiencies
1195334	Choline	0	390	Rheumatic fever without mention of heart involvement	44826631	Rheumatic fever without mention of heart involvement
1195334	Choline	0	714.0	Rheumatoid arthritis	44831487	Rheumatoid arthritis
1195334	Choline	0	715.00	Osteoarthrosis; generalized; involving unspecified site	44836171	Osteoarthrosis, generalized, site unspecified
1195334	Choline	0	715.9	Osteoarthrosis; unspecified whether generalized or localized	44825681	Osteoarthrosis, unspecified whether generalized or localized
1195334	Choline	0	715.90	Osteoarthrosis; unspecified whether generalized or localized; involving unspecified site	44831489	Osteoarthrosis, unspecified whether generalized or localized, site unspecified
1195334	Choline	0	780.96	Generalized pain	44828147	Generalized pain
19025274	Oxygen	0	339.00	Cluster headache syndrome; unspecified	44833438	Cluster headache syndrome, unspecified
19025274	Oxygen	0	339.02	Chronic cluster headache	44831128	Chronic cluster headache
19025274	Oxygen	0	348.1	Anoxic brain damage	44821857	Anoxic brain damage
19025274	Oxygen	0	486	Pneumonia; organism unspecified	44829009	Pneumonia, organism unspecified
19025274	Oxygen	0	514	Pulmonary congestion and hypostasis	44825477	Pulmonary congestion and hypostasis
19025274	Oxygen	0	515	Postinflammatory pulmonary fibrosis	44832428	Postinflammatory pulmonary fibrosis
19025274	Oxygen	0	785.4	Gangrene	44822297	Gangrene
19025274	Oxygen	0	786.09	Other dyspnea and respiratory abnormality	44824626	Other respiratory abnormalities
19025274	Oxygen	0	958.0	Air embolism as an early complication of trauma	44828321	Air embolism
19025274	Oxygen	0	958.3	Posttraumatic wound infection not elsewhere classified	44821387	Posttraumatic wound infection not elsewhere classified
19025274	Oxygen	0	986	Toxic effect of carbon monoxide	44834114	Toxic effect of carbon monoxide
19025274	Oxygen	0	993.3	Caisson disease	44834119	Caisson disease
1103640	Methadone	0	292.89	Other specified drug-induced mental disorders	44834583	Other specified drug-induced mental disorders
1103640	Methadone	1	304.0	Opioid type dependence	44836978	Opioid type dependence
1103640	Methadone	1	304.00	Opioid type dependence unspecified use	44835800	Opioid type dependence, unspecified
1103640	Methadone	1	304.90	Unspecified drug dependence; unspecified use	44819553	Unspecified drug dependence, unspecified
1103640	Methadone	1	305.90	Other; mixed; or unspecified drug abuse; unspecified use	44831107	Other, mixed, or unspecified drug abuse, unspecified
1103640	Methadone	0	309.83	Adjustment reaction with withdrawal	44826526	Adjustment reaction with withdrawal
1103640	Methadone	1	780.96	Generalized pain	44828147	Generalized pain
1708880	Minocycline	1	001	Cholera	44829696	Cholera
1708880	Minocycline	1	001.0	Cholera due to Vibrio cholerae	44835564	Cholera due to vibrio cholerae
1708880	Minocycline	1	001.9	Cholera NOS	44827441	Cholera, unspecified
1708880	Minocycline	1	006.9	Amebiasis NOS	44826286	Amebiasis, unspecified
1708880	Minocycline	1	022	Anthrax	44829730	Anthrax
1708880	Minocycline	1	022.9	Anthrax NOS	44833219	Anthrax, unspecified
1708880	Minocycline	1	036	Meningococcal infection	44830914	Meningococcal infection
1708880	Minocycline	1	036.9	Meningococcal infection; unspecified	44829732	Meningococcal infection, unspecified
1708880	Minocycline	1	082.0	Spotted fevers	44827507	Spotted fevers
1708880	Minocycline	1	088.81	Lyme disease	44823988	Lyme Disease
1708880	Minocycline	1	097.9	Syphilis NOS	44821701	Syphilis, unspecified
1708880	Minocycline	1	098	Gonococcal infections	44836806	Gonococcal infections
1708880	Minocycline	1	098.89	Gonococcal infection of other specified sites	44832106	Gonococcal infection of other specified sites
1708880	Minocycline	1	322	Meningitis of unspecified cause	44833429	Meningitis of unspecified cause
1708880	Minocycline	1	322.9	Meningitis NOS	44823000	Meningitis, unspecified
1708880	Minocycline	1	486	Pneumonia; organism unspecified	44829009	Pneumonia, organism unspecified
1708880	Minocycline	1	519.8	Other diseases of respiratory system; not elsewhere classified	44826687	Other diseases of respiratory system, not elsewhere classified
1708880	Minocycline	1	523.9	Unspecified gingival and periodontal disease	44835997	Unspecified gingival and periodontal disease
1708880	Minocycline	1	599.0	Urinary tract infection; site not specified	44820980	Urinary tract infection, site not specified
1708880	Minocycline	0	686.9	Unspecified local infection of skin and subcutaneous tissue	44822163	Unspecified local infection of skin and subcutaneous tissue
1708880	Minocycline	1	706.1	Other acne	44836157	Other acne
1708880	Minocycline	1	780.60	Fever; unspecified	44824617	Fever, unspecified
19011035	Lactate	0	276.2	Acidosis	44828808	Acidosis
19011035	Lactate	0	692.9	Contact dermatitis and other eczema; unspecified cause	44821092	Contact dermatitis and other eczema, unspecified cause
19011035	Lactate	1	698.9	Unspecified pruritic disorder	44833794	Unspecified pruritic disorder
19011035	Lactate	1	757.1	Ichthyosis congenita	44822267	Ichthyosis congenita
1311078	Cytarabine	1	202.80	Other malignant lymphomas; unspecified site; extranodal and solid organ sites	44835708	Other malignant lymphomas, unspecified site, extranodal and solid organ sites
1311078	Cytarabine	1	204.0	Lymphoid leukemia; acute	44821759	Lymphoid leukemia, acute
1311078	Cytarabine	1	204.00	Acute lymphoid leukemia without mention of having achieved remission	44829844	Acute lymphoid leukemia, without mention of having achieved remission
1311078	Cytarabine	1	205.0	Myeloid leukemia; acute	44820645	Myeloid leukemia, acute
1311078	Cytarabine	1	205.00	Acute myeloid leukemia without mention of having achieved remission	44826430	Acute myeloid leukemia, without mention of having achieved remission
1311078	Cytarabine	1	205.1	Myeloid leukemia; chronic	44819465	Myeloid leukemia, chronic
1311078	Cytarabine	1	205.10	Chronic myeloid leukemia without mention of having achieved remission	44832156	Chronic myeloid leukemia, without mention of having achieved remission
1311078	Cytarabine	1	208	Leukemia of unspecified cell type	44829849	Leukemia of unspecified cell type
1311078	Cytarabine	1	208.9	Unspecified leukemia	44827588	Unspecified leukemia
1311078	Cytarabine	1	208.90	Unspecified leukemia without mention of having achieved remission	44829852	Unspecified leukemia, without mention of having achieved remission
1311078	Cytarabine	1	238.75	Myelodysplastic syndrome; unspecified	44827610	Myelodysplastic syndrome, unspecified
1311078	Cytarabine	1	239.7	Neoplasm of unspecified nature of endocrine glands and other parts of nervous system	44826453	Neoplasm of unspecified nature of endocrine glands and other parts of nervous system
910232	Cyclopentolate	1	367.51	Paresis of accommodation	44827728	Paresis of accommodation
910232	Cyclopentolate	1	379.43	Mydriasis (persistent); not due to mydriatics	44819671	Mydriasis (persistent), not due to mydriatics
750119	Ethosuximide	1	345.00	Generalized nonconvulsive epilepsy; without mention of intractable epilepsy	44833444	Generalized nonconvulsive epilepsy, without mention of intractable epilepsy
750119	Ethosuximide	1	780.39	Other convulsions	44830440	Other convulsions
800878	Clozapine	1	295	Schizophrenic disorders	44829918	Schizophrenic disorders
800878	Clozapine	1	295.9	Unspecified schizophrenia	44824113	Unspecified schizophrenia
800878	Clozapine	1	295.90	Unspecified schizophrenia; unspecified state	44829921	Unspecified schizophrenia, unspecified
800878	Clozapine	0	296.80	Bipolar disorder NOS	44822981	Bipolar disorder, unspecified
800878	Clozapine	0	298.9	Unspecified psychosis	44832238	Unspecified psychosis
800878	Clozapine	1	300.9	Unspecified nonpsychotic mental disorder	44831094	Unspecified nonpsychotic mental disorder
1771162	Cefazolin	1	041.00	Unspecified Streptococcus infection in conditions classified elsewhere and of unspecified site	44821669	Streptococcus infection in conditions classified elsewhere and of unspecified site, streptococcus, unspecified
1771162	Cefazolin	0	041.10	Unspecified Staphylococcus infection in conditions classified elsewhere and of unspecified site	44830920	Staphylococcus infection in conditions classified elsewhere and of unspecified site, staphylococcus, unspecified
1771162	Cefazolin	0	041.49	Other and unspecified Escherichia coli [E. coli]	44829736	Other and unspecified Escherichia coli [E. coli]
1771162	Cefazolin	0	041.6	Proteus (mirabilis) (morganii) infection in conditions classified elsewhere and of unspecified site	44835611	Proteus (mirabilis) (morganii) infection in conditions classified elsewhere and of unspecified site
1771162	Cefazolin	1	136.9	Unspecified infectious and parasitic diseases	44834472	Unspecified infectious and parasitic diseases
1771162	Cefazolin	0	482.9	Bacterial pneumonia NOS	44821984	Bacterial pneumonia, unspecified
1771162	Cefazolin	1	599.0	Urinary tract infection; site not specified	44820980	Urinary tract infection, site not specified
1771162	Cefazolin	0	728.9	Unspecified disorder of muscle; ligament; and fascia	44837368	Unspecified disorder of muscle, ligament, and fascia
1771162	Cefazolin	0	998.59	Other postoperative infection	44826039	Other postoperative infection
1771162	Cefazolin	0	E928.3	Human bite	44837702	Human bite
19008009	Cosyntropin	1	255.41	Glucocorticoid deficiency	44831051	Glucocorticoid deficiency
19008009	Cosyntropin	0	255.9	Unspecified disorder of adrenal glands	44834552	Unspecified disorder of adrenal glands
1786617	Daptomycin	1	136.9	Unspecified infectious and parasitic diseases	44834472	Unspecified infectious and parasitic diseases
1786617	Daptomycin	1	424.90	Endocarditis valve unspecified cause	44828978	Endocarditis, valve unspecified, unspecified cause
1786617	Daptomycin	1	486	Pneumonia; organism unspecified	44829009	Pneumonia, organism unspecified
1786617	Daptomycin	0	686.9	Unspecified local infection of skin and subcutaneous tissue	44822163	Unspecified local infection of skin and subcutaneous tissue
1786617	Daptomycin	1	790.7	Bacteremia	44837445	Bacteremia
19010792	Cyproterone	1	185	Malignant neoplasm of prostate	44822887	Malignant neoplasm of prostate
989482	Dutasteride	1	600	Hyperplasia of prostate	44825552	Hyperplasia of prostate
989482	Dutasteride	0	600.0	Hypertrophy (benign) of prostate	44831337	Hypertrophy (benign) of prostate
989482	Dutasteride	1	600.9	Hyperplasia of prostate; unspecified	44829071	Hyperplasia of prostate, unspecified
989482	Dutasteride	1	600.90	Hyperplasia of prostate; unspecified; without urinary obstruction and other lower urinary symptoms (LUTS)	44830183	Hyperplasia of prostate, unspecified, without urinary obstruction and other lower urinary symptoms (LUTS)
989482	Dutasteride	1	788.20	Retention of urine NOS	44829302	Retention of urine, unspecified
1596779	synthetic conjugated estrogens, A	0	239.3	Neoplasm of unspecified nature of breast	44826452	Neoplasm of unspecified nature of breast
1596779	synthetic conjugated estrogens, A	0	239.5	Neoplasm of unspecified nature of other genitourinary organs	44825257	Neoplasm of unspecified nature of other genitourinary organs
1596779	synthetic conjugated estrogens, A	0	253.4	Other anterior pituitary disorders	44824075	Other anterior pituitary disorders
1596779	synthetic conjugated estrogens, A	0	256.31	Premature menopause	44828798	Premature menopause
1596779	synthetic conjugated estrogens, A	0	256.39	Other ovarian failure	44827622	Other ovarian failure
1596779	synthetic conjugated estrogens, A	0	626.2	Excessive or frequent menstruation	44827910	Excessive or frequent menstruation
1596779	synthetic conjugated estrogens, A	0	627.2	Symptomatic menopausal or female climacteric states	44819840	Symptomatic menopausal or female climacteric states
1596779	synthetic conjugated estrogens, A	0	733.01	Senile osteoporosis	44826911	Senile osteoporosis
1596779	synthetic conjugated estrogens, A	0	782.62	Flushing	44831583	Flushing
900093	Casanthranol	0	564.0	Constipation	44831316	Constipation
900093	Casanthranol	0	564.00	Constipation NOS	44827875	Constipation, unspecified
917205	Desonide	1	691.8	Other atopic dermatitis	44824472	Other atopic dermatitis and related conditions
917205	Desonide	1	692.9	Contact dermatitis and other eczema; unspecified cause	44821092	Contact dermatitis and other eczema, unspecified cause
917205	Desonide	1	709.9	Unspecified disorder of skin and subcutaneous tissue	44826854	Unspecified disorder of skin and subcutaneous tissue
19092712	Chlorphenesin	0	728.85	Spasm of muscle	44836213	Spasm of muscle
19092712	Chlorphenesin	0	728.9	Unspecified disorder of muscle; ligament; and fascia	44837368	Unspecified disorder of muscle, ligament, and fascia
19092712	Chlorphenesin	0	729.1	Myalgia and myositis unspecified	44831524	Myalgia and myositis, unspecified
19092712	Chlorphenesin	0	729.82	Cramp of limb	44829226	Cramp of limb
19092712	Chlorphenesin	0	780.96	Generalized pain	44828147	Generalized pain
19092712	Chlorphenesin	0	781.0	Abnormal involuntary movements	44836290	Abnormal involuntary movements
1338985	Nesiritide	1	428	Heart failure	44824250	Heart failure
1338985	Nesiritide	1	428.0	Congestive heart failure (CHF) NOS	44826642	Congestive heart failure, unspecified
1338985	Nesiritide	1	428.9	Heart failure unspecified	44827796	Heart failure, unspecified
1338985	Nesiritide	1	786.09	Other dyspnea and respiratory abnormality	44824626	Other respiratory abnormalities
1338985	Nesiritide	1	797	Senility without mention of psychosis	44820073	Senility without mention of psychosis
1192710	Chlorpheniramine	0	460	Acute nasopharyngitis (common cold)	44823137	Acute nasopharyngitis [common cold]
1192710	Chlorpheniramine	0	477.9	Allergic rhinitis NOS	44835974	Allergic rhinitis, cause unspecified
1192710	Chlorpheniramine	0	708	Urticaria	44822178	Urticaria
1192710	Chlorpheniramine	0	708.9	Unspecified urticaria	44833802	Urticaria, unspecified
1192710	Chlorpheniramine	0	786.2	Cough	44828154	Cough
1192710	Chlorpheniramine	0	995.3	Allergy unspecified not elsewhere classified	44821405	Allergy, unspecified, not elsewhere classified
1338512	Doxorubicin	0	042	Human immunodeficiency virus [HIV] disease	44829737	Human immunodeficiency virus [HIV] disease
1338512	Doxorubicin	1	157.9	Malignant neoplasm of pancreas; part unspecified	44828730	Malignant neoplasm of pancreas, part unspecified
1338512	Doxorubicin	1	170.9	Malignant neoplasm of bone and articular cartilage; site unspecified	44822878	Malignant neoplasm of bone and articular cartilage, site unspecified
1338512	Doxorubicin	1	171.9	Malignant neoplasm of connective and other soft tissue; site unspecified	44830976	Malignant neoplasm of connective and other soft tissue, site unspecified
1338512	Doxorubicin	0	176	Kaposi's sarcoma	44833300	Kaposi's sarcoma
1338512	Doxorubicin	0	176.9	Kaposi's sarcoma NOS	44826407	Kaposi's sarcoma, unspecified site
1338512	Doxorubicin	1	185	Malignant neoplasm of prostate	44822887	Malignant neoplasm of prostate
1338512	Doxorubicin	1	188.9	Malignant neoplasm of bladder; part unspecified	44836840	Malignant neoplasm of bladder, part unspecified
1338512	Doxorubicin	1	199	Malignant neoplasm without specification of site	44833310	Malignant neoplasm without specification of site
